Aircraft_ID,Aircraft.Category,Engine.Type,Registration.Number,Number.of.Engines,Make,Model,Aircraft.damage
2052,Airplane,Reciprocating,N7304W,1,Eagle,DW-1,Substantial
2053,Airplane,Reciprocating,N55JG,1,Cessna,A152,Destroyed
2054,Airplane,Reciprocating,N5937J,1,Cessna,172,Destroyed
2055,Airplane,Turbo Jet,N8218M,1,Omac,1,Destroyed
2056,Airplane,Reciprocating,N28218,1,Piper,28-140,Destroyed
2057,Airplane,Reciprocating,N949A,1,Piper,PA-28-180,Destroyed
2058,Airplane,Reciprocating,N8168U,1,Bucker Jungmann,BU-131,Substantial
2059,Airplane,Reciprocating,N4494Q,1,Cessna,A150L,Substantial
2060,Airplane,Reciprocating,N53309,1,Cessna,210K,Substantial
2061,Airplane,Reciprocating,N26005,1,American,AA5B,Substantial
2062,Airplane,Reciprocating,N7291S,1,Piper,PA-22,Substantial
2063,Airplane,Reciprocating,N3642T,1,Cessna,150M,Substantial
2064,Airplane,Reciprocating,N58D,1,Cessna,188B,Substantial
2065,Airplane,Reciprocating,N2365P,1,Cessna,A188B,Substantial
2066,Airplane,Reciprocating,N9125G,1,Piper,PA-38-112,Minor
2067,Airplane,Reciprocating,N5637F,1,Cessna,150H,Destroyed
2068,Airplane,Reciprocating,N9031F,2,Piper,PA-601P,Destroyed
2069,Airplane,Reciprocating,N206BA,1,Steen,SKYBOLT,Destroyed
2070,Airplane,Reciprocating,N733CH,1,Piper,PA-38,Destroyed
2071,Airplane,Reciprocating,N87701,1,Cessna,188,Substantial
2072,Airplane,Reciprocating,N2998J,1,Alon,A2,Substantial
2073,Helicopter,Reciprocating,N55492,1,Robinson,R22,Substantial
2074,Airplane,Reciprocating,N9682Q,1,Cessna,206G,Substantial
2075,Airplane,Reciprocating,N7932K,1,Cessna,172N,Substantial
2076,Helicopter,Turbo Shaft,N82651,1,Bell,UH-1B,Substantial
2077,Airplane,Reciprocating,N9532,1,Cessna,T188C,Substantial
2078,Airplane,Reciprocating,N4970Q,1,Piper,24-140,Destroyed
2079,Airplane,Reciprocating,N8040Z,1,Cessna,A185F,Destroyed
2080,Airplane,Reciprocating,N7694M,1,Beech,S35,Destroyed
2081,Airplane,Reciprocating,N8198G,1,Aeronca,7AC,Destroyed
2082,Airplane,Reciprocating,N49789,1,Grumman,G-164A,Destroyed
2083,Airplane,Reciprocating,N9391C,1,Cessna,188B,Destroyed
2084,Airplane,Reciprocating,N5107V,1,Austin,S.E. 5A,Destroyed
2085,Airplane,Reciprocating,N13JR,1,Cessna,175,Substantial
2086,Airplane,Reciprocating,N1373X,1,Cessna,U206G,Substantial
2087,Airplane,Reciprocating,N6648X,1,Cessna,152II,Substantial
2088,Airplane,Reciprocating,N1181S,1,Piper,PA-28,Substantial
2089,Airplane,Reciprocating,N5291G,1,Morrisey,2150,Substantial
2090,Glider,Unknown,N9426E,0,Schleicher,ASW-20,Substantial
2091,Airplane,Reciprocating,N9270U,1,Eipper Mx Ii Quicksilver,,Substantial
2092,Airplane,Reciprocating,N97904,2,Beech,B-60,Substantial
2093,Glider,Unknown,N1884R,0,Schweizer,SGS-2-33A,Substantial
2094,Airplane,Reciprocating,N9424U,1,Cessna,305A,Substantial
2095,Airplane,Reciprocating,N5188D,1,Cessna,172N,Substantial
2096,Airplane,Reciprocating,N8741D,1,Cessna,150,Substantial
2097,Airplane,Reciprocating,N6253C,1,Stinson,108-1,Substantial
2098,Balloon,Unknown,N64BC,0,Raven,RX-6,
2099,Airplane,Reciprocating,N8493M,1,Cessna,150M,Destroyed
2100,Airplane,Reciprocating,N125GH,1,Cessna,182A,Destroyed
2101,Airplane,Reciprocating,N4472D,1,Piper,PA-22-150,Substantial
2102,Airplane,Reciprocating,N2223C,1,North American,T-6G,Substantial
2103,Airplane,Reciprocating,N8937L,1,Piper,PA-18S,Substantial
2104,Airplane,Reciprocating,N6383Y,1,Cessna,182P,Substantial
2105,Airplane,Reciprocating,N2902N,1,Hallquist,THUNDERBOLT,Substantial
2106,Airplane,Reciprocating,N4670J,1,Beech,F35,Substantial
2107,Airplane,Reciprocating,N63379,1,Cessna,180,Substantial
2108,Airplane,Reciprocating,N735RF,1,Piper,PA-25-235,Substantial
2109,Airplane,Reciprocating,N444Q,2,Piper,PA-23C-250,Substantial
2110,Airplane,Reciprocating,N3247H,1,Cessna,120,Substantial
2111,Airplane,Reciprocating,N4314C,1,Cessna,172N,Substantial
2112,Airplane,Reciprocating,N31094,1,Cessna,150,Substantial
2113,Airplane,Reciprocating,N8229V,1,Cessna,182,Substantial
2114,Airplane,Reciprocating,N304CW,2,Beechcraft,C-45H,Substantial
2115,Airplane,Reciprocating,N7635L,1,Ercoupe,415C,Destroyed
2116,Airplane,Reciprocating,N5482Q,1,Aeronca Champ,7EC,Destroyed
2117,Airplane,Reciprocating,N8265J,1,Cessna,182,Substantial
2118,Airplane,Reciprocating,N758YP,1,Piper,28-181,Substantial
2119,Airplane,Reciprocating,N4461Y,2,Piper,PA-34-200T,Substantial
2120,Airplane,Reciprocating,N7208Z,1,Lake,LA-4,Substantial
2121,Airplane,Reciprocating,N20100,1,Cessna,150L,Substantial
2122,Airplane,Reciprocating,N553PA,1,Varga,2150A,Substantial
2123,Airplane,Reciprocating,N5090Q,1,Cessna,152,Substantial
2124,Airplane,Reciprocating,N42916,1,Piper,PA-25-235,Substantial
2125,Airplane,Reciprocating,N3013Y,1,Piper,PA25-235C,Substantial
2126,Airplane,Reciprocating,N3124J,1,Cessna,172M,Destroyed
2127,Airplane,Reciprocating,N72HQ,1,Piper,PA-28-140,Substantial
2128,Airplane,Reciprocating,N64323,1,Cessna,152,Substantial
2129,Airplane,Reciprocating,N110VM,1,Cessna,180J,Substantial
2130,Airplane,Reciprocating,N104P,1,Cessna,182E,Substantial
2131,Airplane,Reciprocating,N820Y,1,Cessna,150G,Substantial
2132,Airplane,Reciprocating,N2334C,1,Q-berry,HAWK,Substantial
2133,Airplane,Turbo Fan,N455HC,3,Boeing,727-231,Minor
2134,Airplane,Reciprocating,N326CA,2,Robertson,C-414,Destroyed
2135,Airplane,Reciprocating,N360CB,1,Varieze,,Destroyed
2136,Helicopter,Turbo Shaft,N60028,1,Hughes,369D,Destroyed
2137,Airplane,Reciprocating,N956W,1,Cessna,R182,Substantial
